artifact,cohort,prompt_id,condition_name,score_key,layer,condition_token_indices,condition_token_labels,condition_token_mean,condition_token_max,full_token_max,full_token_topk_mean,full_token_mean
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,30,[13],"["" asthma_13""]",2.9802322387695312e-08,2.9802322387695312e-08,0.02490234375,0.001660303274790446,0.0004980579018592834
asthma_prompt1.pkl,asthma,1,asthma,rewrite_scores,31,[13],"["" asthma_13""]",0.0,0.0,0.000335693359375,2.2379557291666665e-05,6.7138671875e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,0,[8],"["" asthma_8""]",0.99609375,0.99609375,1.0,0.9966145833333333,0.7285911551741666
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,1,[8],"["" asthma_8""]",3.3080577850341797e-06,3.3080577850341797e-06,5.990266799926758e-06,2.4239222208658853e-06,3.742617230082667e-08
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,2,[8],"["" asthma_8""]",-3.3676624298095703e-06,-3.3676624298095703e-06,1.3709068298339844e-05,3.888209660847982e-06,1.5386315279228744e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,3,[8],"["" asthma_8""]",2.2351741790771484e-06,2.2351741790771484e-06,4.6193599700927734e-06,1.7762184143066407e-06,-5.305506462274595e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,4,[8],"["" asthma_8""]",-1.341104507446289e-06,-1.341104507446289e-06,1.1563301086425781e-05,3.6160151163736978e-06,5.967395250187363e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,5,[8],"["" asthma_8""]",-4.202127456665039e-06,-4.202127456665039e-06,6.8247318267822266e-06,2.1775563557942707e-06,-1.6911085261855015e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,6,[8],"["" asthma_8""]",2.771615982055664e-06,2.771615982055664e-06,1.6450881958007812e-05,3.435214360555013e-06,2.0133894543315088e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,7,[8],"["" asthma_8""]",3.9637088775634766e-06,3.9637088775634766e-06,3.361701965332031e-05,5.318721135457357e-06,6.629284038100132e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,8,[8],"["" asthma_8""]",4.172325134277344e-05,4.172325134277344e-05,6.341934204101562e-05,1.2894471486409506e-05,3.7658353184544764e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,9,[8],"["" asthma_8""]",4.6193599700927734e-06,4.6193599700927734e-06,1.049041748046875e-05,2.205371856689453e-06,3.326770871184593e-08
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,10,[8],"["" asthma_8""]",8.58306884765625e-06,8.58306884765625e-06,2.110004425048828e-05,4.545847574869792e-06,9.141689123109329e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,11,[8],"["" asthma_8""]",1.5139579772949219e-05,1.5139579772949219e-05,0.000370025634765625,3.488262494405111e-05,1.1796175047408702e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,12,[8],"["" asthma_8""]",-5.245208740234375e-06,-5.245208740234375e-06,6.818771362304688e-05,9.10361607869466e-06,2.4053246475929436e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,13,[8],"["" asthma_8""]",-3.5315752029418945e-06,-3.5315752029418945e-06,3.5762786865234375e-05,4.9193700154622395e-06,9.353077688882518e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,14,[8],"["" asthma_8""]",-5.245208740234375e-06,-5.245208740234375e-06,7.599592208862305e-06,1.2556711832682292e-06,-6.095614544180937e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,15,[8],"["" asthma_8""]",-3.9637088775634766e-06,-3.9637088775634766e-06,0.003143310546875,0.000211791197458903,7.32201476429784e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,16,[8],"["" asthma_8""]",-3.9637088775634766e-06,-3.9637088775634766e-06,0.00010061264038085938,8.211533228556316e-06,2.2698280423186548e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,17,[8],"["" asthma_8""]",3.9637088775634766e-06,3.9637088775634766e-06,0.00010204315185546875,9.64800516764323e-06,3.006915713465491e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,18,[8],"["" asthma_8""]",0.58984375,0.58984375,0.58984375,0.060684887568155925,0.021171024718949962
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,19,[8],"["" asthma_8""]",-5.066394805908203e-06,-5.066394805908203e-06,1.895427703857422e-05,3.0835469563802084e-06,3.7945980249449265e-07
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,20,[8],"["" asthma_8""]",-5.543231964111328e-06,-5.543231964111328e-06,0.01373291015625,0.0009164631366729737,0.00031888311685517777
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,21,[8],"["" asthma_8""]",0.0003719329833984375,0.0003719329833984375,0.0234375,0.0016059637069702148,0.000560028261916582
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,22,[8],"["" asthma_8""]",-5.900859832763672e-06,-5.900859832763672e-06,0.0001659393310546875,1.1267264684041341e-05,2.761219823083212e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,23,[8],"["" asthma_8""]",-5.8710575103759766e-06,-5.8710575103759766e-06,2.771615982055664e-06,3.337860107421875e-07,-1.0954086170640102e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,24,[8],"["" asthma_8""]",4.6193599700927734e-06,4.6193599700927734e-06,0.0030059814453125,0.0002022842566172282,7.030367851257324e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,25,[8],"["" asthma_8""]",4.1961669921875e-05,4.1961669921875e-05,0.0001544952392578125,1.5723705291748048e-05,5.38798265678938e-06
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,26,[8],"["" asthma_8""]",-4.857778549194336e-06,-4.857778549194336e-06,0.050537109375,0.0033691823482513428,0.0011744904656742895
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,27,[8],"["" asthma_8""]",3.3676624298095703e-06,3.3676624298095703e-06,0.001068115234375,7.181763648986817e-05,2.479345299476801e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,28,[8],"["" asthma_8""]",0.0,0.0,0.0028076171875,0.00018728375434875488,6.505708361780921e-05
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,29,[8],"["" asthma_8""]",-3.5762786865234375e-07,-3.5762786865234375e-07,0.031005859375,0.002067059278488159,0.0007206811461337777
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,30,[8],"["" asthma_8""]",0.0,0.0,0.030029296875,0.0020019789536794026,0.0006982788097026736
asthma_prompt10.pkl,asthma,10,asthma,rewrite_scores,31,[8],"["" asthma_8""]",0.0,0.0,0.0004863739013671875,3.24249267578125e-05,1.1311020962027616e-05
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,0,[10],"["" asthma_10""]",0.99609375,0.99609375,1.0,0.996875,0.6302097881252461
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,1,[10],"["" asthma_10""]",3.166496753692627e-08,3.166496753692627e-08,1.210719347000122e-07,3.355865677197774e-08,1.1755470582779418e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,2,[10],"["" asthma_10""]",-1.909211277961731e-08,-1.909211277961731e-08,8.800998330116272e-08,1.9495685895284017e-08,4.676428247005381e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,3,[10],"["" asthma_10""]",4.190951585769653e-09,4.190951585769653e-09,1.3224780559539795e-07,2.6853134234746296e-08,7.336642196837892e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,4,[10],"["" asthma_10""]",6.752088665962219e-08,6.752088665962219e-08,1.210719347000122e-07,4.377216100692749e-08,1.6228791247022914e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,5,[10],"["" asthma_10""]",-8.847564458847046e-09,-8.847564458847046e-09,7.776543498039246e-08,2.45248277982076e-08,5.701873847778807e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,6,[10],"["" asthma_10""]",-8.381903171539307e-09,-8.381903171539307e-09,5.3551048040390015e-08,2.5735547145207723e-08,4.701197464415368e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,7,[10],"["" asthma_10""]",1.909211277961731e-08,1.909211277961731e-08,3.5390257835388184e-07,5.097438891728719e-08,1.3424915836212482e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,8,[10],"["" asthma_10""]",-4.656612873077393e-10,-4.656612873077393e-10,1.341104507446289e-07,3.5980095465977986e-08,1.2974116079350735e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,9,[10],"["" asthma_10""]",5.2619725465774536e-08,5.2619725465774536e-08,5.2619725465774536e-08,2.1420419216156006e-08,5.483904734570929e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,10,[10],"["" asthma_10""]",6.100162863731384e-08,6.100162863731384e-08,6.100162863731384e-08,2.2320697704950967e-08,5.691966160814813e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,11,[10],"["" asthma_10""]",2.4400651454925537e-07,2.4400651454925537e-07,1.043081283569336e-06,1.1092051863670349e-07,3.617296510554375e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,12,[10],"["" asthma_10""]",-2.7939677238464355e-08,-2.7939677238464355e-08,2.4586915969848633e-07,3.32792599995931e-08,8.238241710561387e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,13,[10],"["" asthma_10""]",-4.6566128730773926e-09,-4.6566128730773926e-09,7.497146725654602e-08,1.8502275149027507e-08,4.314797672819584e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,14,[10],"["" asthma_10""]",-3.5157427191734314e-08,-3.5157427191734314e-08,2.561137080192566e-08,1.3473133246103923e-08,2.130152697258807e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,15,[10],"["" asthma_10""]",-2.2351741790771484e-08,-2.2351741790771484e-08,1.9185245037078857e-07,4.2033692200978597e-08,1.280568540096283e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,16,[10],"["" asthma_10""]",-1.5366822481155396e-08,-1.5366822481155396e-08,2.561137080192566e-08,1.3100604216257731e-08,2.6007678280485436e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,17,[10],"["" asthma_10""]",9.313225746154785e-09,9.313225746154785e-09,1.7695128917694092e-07,3.694246212641398e-08,1.2275624148389126e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,18,[10],"["" asthma_10""]",0.0004787445068359375,0.0004787445068359375,0.0004787445068359375,4.915390163660049e-05,1.5703203315113452e-05
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,19,[10],"["" asthma_10""]",-1.932494342327118e-08,-1.932494342327118e-08,2.60770320892334e-08,1.0834385951360066e-08,-4.656612873077393e-10
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,20,[10],"["" asthma_10""]",-4.0279701352119446e-08,-4.0279701352119446e-08,1.3470649719238281e-05,9.058664242426554e-07,2.844744619536907e-07
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,21,[10],"["" asthma_10""]",3.594905138015747e-07,3.594905138015747e-07,7.092952728271484e-06,5.911104381084443e-07,1.889494980903382e-07
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,22,[10],"["" asthma_10""]",-5.3085386753082275e-08,-5.3085386753082275e-08,1.4156103134155273e-07,9.064873059590657e-09,-6.920519344350125e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,23,[10],"["" asthma_10""]",-5.4249539971351624e-08,-5.4249539971351624e-08,1.4435499906539917e-08,2.638747294743856e-09,-9.640179415966602e-09
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,24,[10],"["" asthma_10""]",3.864988684654236e-08,3.864988684654236e-08,6.794929504394531e-06,4.766819377740224e-07,1.509386570529735e-07
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,25,[10],"["" asthma_10""]",8.800998330116272e-08,8.800998330116272e-08,1.6614794731140137e-06,1.3209258516629538e-07,4.152311606610075e-08
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,26,[10],"["" asthma_10""]",-3.050081431865692e-08,-3.050081431865692e-08,0.0050048828125,0.00033366124456127484,0.00010648264272257369
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,27,[10],"["" asthma_10""]",4.190951585769653e-09,4.190951585769653e-09,1.5735626220703125e-05,1.0546607275803884e-06,3.353553883572842e-07
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,28,[10],"["" asthma_10""]",-4.190951585769653e-09,-4.190951585769653e-09,0.0002841949462890625,1.8950613836447397e-05,6.045948000664406e-06
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,29,[10],"["" asthma_10""]",-4.190951585769653e-09,-4.190951585769653e-09,0.0001659393310546875,1.1063801745573679e-05,3.5294945886794556e-06
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,30,[10],"["" asthma_10""]",-4.190951585769653e-09,-4.190951585769653e-09,0.006103515625,0.00040690132106343906,0.00012986061282138875
asthma_prompt11.pkl,asthma,11,asthma,rewrite_scores,31,[10],"["" asthma_10""]",0.0,0.0,1.436471939086914e-05,9.57647959391276e-07,3.0563232746530086e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,0,[12],"["" asthma_12""]",0.99609375,0.99609375,1.0,0.996875,0.6960352950769922
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,1,[12],"["" asthma_12""]",1.329183578491211e-05,1.329183578491211e-05,1.329183578491211e-05,2.562999725341797e-06,1.198571661244268e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,2,[12],"["" asthma_12""]",-5.036592483520508e-06,-5.036592483520508e-06,1.1861324310302734e-05,3.3418337504069012e-06,5.189491354900858e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,3,[12],"["" asthma_12""]",4.291534423828125e-06,4.291534423828125e-06,1.0669231414794922e-05,2.940495808919271e-06,4.1075374769127887e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,4,[12],"["" asthma_12""]",5.6743621826171875e-05,5.6743621826171875e-05,5.6743621826171875e-05,6.433327992757162e-06,1.2918658878492273e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,5,[12],"["" asthma_12""]",1.6093254089355469e-06,1.6093254089355469e-06,5.602836608886719e-06,2.932548522949219e-06,2.585027528845746e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,6,[12],"["" asthma_12""]",-4.887580871582031e-06,-4.887580871582031e-06,1.5974044799804688e-05,5.086263020833333e-06,1.1098125706548276e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,7,[12],"["" asthma_12""]",1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,4.982948303222656e-06,1.191445018934167e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,8,[12],"["" asthma_12""]",4.231929779052734e-06,4.231929779052734e-06,1.2099742889404297e-05,4.97897466023763e-06,1.5931284945944082e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,9,[12],"["" asthma_12""]",2.09808349609375e-05,2.09808349609375e-05,6.532669067382812e-05,6.3141187032063804e-06,1.0210534800653872e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,10,[12],"["" asthma_12""]",1.621246337890625e-05,1.621246337890625e-05,1.9311904907226562e-05,5.249182383219401e-06,1.3216682102369226e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,11,[12],"["" asthma_12""]",4.267692565917969e-05,4.267692565917969e-05,4.267692565917969e-05,8.153915405273438e-06,2.250075340270996e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,12,[12],"["" asthma_12""]",-6.198883056640625e-06,-6.198883056640625e-06,1.8835067749023438e-05,2.3563702901204426e-06,-1.0366025178328804e-08
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,13,[12],"["" asthma_12""]",-3.814697265625e-06,-3.814697265625e-06,1.4603137969970703e-05,1.613299051920573e-06,-2.520239871481191e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,14,[12],"["" asthma_12""]",-6.884336471557617e-06,-6.884336471557617e-06,1.5735626220703125e-05,2.3166338602701823e-06,-1.496594885121221e-07
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,15,[12],"["" asthma_12""]",-2.0563602447509766e-06,-2.0563602447509766e-06,2.09808349609375e-05,4.144509633382161e-06,1.004208689150603e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,16,[12],"["" asthma_12""]",-4.0531158447265625e-06,-4.0531158447265625e-06,6.532669067382812e-05,9.445349375406901e-06,2.7638414631719175e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,17,[12],"["" asthma_12""]",5.841255187988281e-06,5.841255187988281e-06,2.7418136596679688e-05,5.018711090087891e-06,1.2724295906398608e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,18,[12],"["" asthma_12""]",0.91796875,0.91796875,0.91796875,0.06224341789881389,0.020297963334166485
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,19,[12],"["" asthma_12""]",-6.377696990966797e-06,-6.377696990966797e-06,2.8371810913085938e-05,5.563100179036458e-06,1.1551639308100161e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,20,[12],"["" asthma_12""]",-6.973743438720703e-06,-6.973743438720703e-06,0.000102996826171875,9.151299794514974e-06,2.1729780280071758e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,21,[12],"["" asthma_12""]",0.0040283203125,0.0040283203125,0.0040283203125,0.0004067540168762207,0.0001324492952098017
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,22,[12],"["" asthma_12""]",-7.271766662597656e-06,-7.271766662597656e-06,7.05718994140625e-05,4.692872365315755e-06,9.070272031037704e-08
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,23,[12],"["" asthma_12""]",-7.450580596923828e-06,-7.450580596923828e-06,7.271766662597656e-06,8.463859558105468e-07,-1.1266573615696118e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,24,[12],"["" asthma_12""]",2.47955322265625e-05,2.47955322265625e-05,0.0037078857421875,0.00025060574213663734,8.164411005766496e-05
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,25,[12],"["" asthma_12""]",0.0001583099365234375,0.0001583099365234375,0.00019168853759765625,2.5570392608642578e-05,8.170371470244035e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,26,[12],"["" asthma_12""]",-5.751848220825195e-06,-5.751848220825195e-06,0.0419921875,0.0027995586395263674,0.0009122238211009814
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,27,[12],"["" asthma_12""]",8.64267349243164e-06,8.64267349243164e-06,0.0004444122314453125,3.0612945556640626e-05,9.727218876714291e-06
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,28,[12],"["" asthma_12""]",-4.470348358154297e-07,-4.470348358154297e-07,0.004364013671875,0.0002910852432250977,9.466707706451416e-05
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,29,[12],"["" asthma_12""]",0.0,0.0,0.01202392578125,0.0008016308148701986,0.0002610949070557304
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,30,[12],"["" asthma_12""]",0.0,0.0,0.019775390625,0.0013184309005737304,0.00042964258919591487
asthma_prompt12.pkl,asthma,12,asthma,rewrite_scores,31,[12],"["" asthma_12""]",0.0,0.0,0.000507354736328125,3.382364908854167e-05,1.1029450789741848e-05
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,0,[13],"["" asthma_13""]",1.0,1.0,1.0,0.9971354166666667,0.7203931606478161
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,1,[13],"["" asthma_13""]",1.4901161193847656e-08,1.4901161193847656e-08,8.195638656616211e-08,4.4579307238260905e-08,9.58227448993259e-09
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,2,[13],"["" asthma_13""]",-5.4016709327697754e-08,-5.4016709327697754e-08,2.1979212760925293e-07,4.7807892163594566e-08,1.0141068034701876e-09
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,3,[13],"["" asthma_13""]",-3.3527612686157227e-08,-3.3527612686157227e-08,1.8812716007232666e-07,7.698933283487956e-08,1.7322599887847902e-08
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,4,[13],"["" asthma_13""]",1.695007085800171e-07,1.695007085800171e-07,6.92903995513916e-07,1.4702479044596355e-07,4.584176672829522e-08
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,5,[13],"["" asthma_13""]",-6.05359673500061e-08,-6.05359673500061e-08,1.7136335372924805e-07,6.308158238728841e-08,4.470348358154297e-09
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,6,[13],"["" asthma_13""]",-2.60770320892334e-08,-2.60770320892334e-08,6.48200511932373e-07,7.562339305877686e-08,-4.346172014872233e-10
asthma_prompt13.pkl,asthma,13,asthma,rewrite_scores,7,[13],"["" asthma_13""]",-2.7008354663848877e-08,-2.7008354663848877e-08,2.5890767574310303e-07,8.853773276011149e-08,1.7446776231129965e-08
